,Sentence,Intent,Color,Item
3559,pyurxrblmbynxkvrsx,unknown,unknown,unknown
428,sejgfhs,unknown,unknown,unknown
14788,uxoaackblmdgnosaag,unknown,unknown,unknown
2789,pkpgsuxttgrys,unknown,unknown,unknown
4884,izdlmwzoou,unknown,unknown,unknown
8383,orwpyyfcolmkgg,unknown,unknown,unknown
3870,what is the price of a blue chemise,Asking for the price,blue,chemise
4144,jttsnfxfzfpdflmkky,unknown,unknown,unknown
8419,whnabjc,unknown,unknown,unknown
15530,lmtbhonkrxrpqagp,unknown,unknown,unknown
3085,cqsyazwndrlmqoy,unknown,unknown,unknown
5375,hcqjclmcjpsqgxbt,unknown,unknown,unknown
7358,xsjt,unknown,unknown,unknown
16221,bgyhjksilmcrq,unknown,unknown,unknown
207,may i ask for a pink t-shirt,Check Availability,pink,t-shirt
10479,ugpdqyoejoyddccabuk,unknown,unknown,unknown
383,is there a gray body,Check Availability,gray,body
4763,xuvryzucixahawrb,unknown,unknown,unknown
436,some purple hat,unknown,purple,hat
1734,do you still have a pink dress,Check Availability,pink,dress
12006,fpgfqtoj,unknown,unknown,unknown
996,oesyiqenzjvpay,unknown,unknown,unknown
1629,yyvcunecglm,unknown,unknown,unknown
4416,xpoutgaxrnt,unknown,unknown,unknown
4044,usgtwbsibsft,unknown,unknown,unknown
9324,bftpoghcberfdpbpkpb,unknown,unknown,unknown
911,xzwzipvebvvptdwi,unknown,unknown,unknown
1603,what is the price of a pink pantalon,Asking for the price,pink,pantalon
13821,dxucnggpufxlmalmccx,unknown,unknown,unknown
11682,rzdtgbudud,unknown,unknown,unknown
8961,fxzs,unknown,unknown,unknown
12162,zijvr,unknown,unknown,unknown
14121,xycu,unknown,unknown,unknown
1072,is the cyan chemise expensive ?,unknown,cyan,chemise
8521,vqdylmr,unknown,unknown,unknown
11624,uisslmbog,unknown,unknown,unknown
14041,vcggexc,unknown,unknown,unknown
15844,wiporfnxxfwax,unknown,unknown,unknown
5790,pjspoyichwv,unknown,unknown,unknown
8200,qwnxcwcjlml,unknown,unknown,unknown
6982,ffetd,unknown,unknown,unknown
11498,vrbnik,unknown,unknown,unknown
1653,ipahyfefigwtn,unknown,unknown,unknown
9303,xjefgpk,unknown,unknown,unknown
14495,dobqhnju,unknown,unknown,unknown
5207,towxztz,unknown,unknown,unknown
1897,is there available a blue body,Check Availability,blue,body
1905,okfogryk,unknown,unknown,unknown
6535,is the yellow pantalon expensive ?,unknown,yellow,pantalon
4546,is there available a green skirt,Check Availability,green,skirt
3716,kootpgdoqzpdiza,unknown,unknown,unknown
832,xv,unknown,unknown,unknown
16233,wkzbrjasy,unknown,unknown,unknown
5865,od,unknown,unknown,unknown
13106,pnyneshhgqaet,unknown,unknown,unknown
5506,do you have a cyan chemise,Check Availability,cyan,chemise
8602,vsevatphurdnj,unknown,unknown,unknown
7770,gfepdfifxn,unknown,unknown,unknown
5098,pji,unknown,unknown,unknown
15972,ekf,unknown,unknown,unknown
9041,tshohqoirqkzkk,unknown,unknown,unknown
15845,pjchkbhetwjqqihoj,unknown,unknown,unknown
9052,qvgnsspczvdsd,unknown,unknown,unknown
1795,qd,unknown,unknown,unknown
8328,qzvvknhsssfqfbabcvk,unknown,unknown,unknown
3082,what about black jacket,unknown,black,jacket
7419,wsh,unknown,unknown,unknown
12335,wtxbfdf,unknown,unknown,unknown
9190,nspffxlmtxv,unknown,unknown,unknown
12145,pntuvppt,unknown,unknown,unknown
3034,what is the price of a cyan shirt,Asking for the price,cyan,shirt
7912,bbexywfupqpk,unknown,unknown,unknown
2441,gadqdoa,unknown,unknown,unknown
6904,do you still have a purple body,Check Availability,purple,body
8343,cbrucjphva,unknown,unknown,unknown
5317,Elon was walking,unknown,unknown,unknown
9735,ubzfoikcuondwhg,unknown,unknown,unknown
10855,wwqrvyulmhqwezscwxe,unknown,unknown,unknown
14416,ylmcktjjnifncu,unknown,unknown,unknown
1359,jsowriz,unknown,unknown,unknown
6519,lmgyskbydgjhabo,unknown,unknown,unknown
14057,uuubivswp,unknown,unknown,unknown
15264,znsugpvx,unknown,unknown,unknown
7600,jvuud,unknown,unknown,unknown
1302,sneibhhgbwiqbaucnv,unknown,unknown,unknown
10988,xdqsglmtxu,unknown,unknown,unknown
12684,vdhkakzhvxujzaau,unknown,unknown,unknown
9295,awincftopnhdvqw,unknown,unknown,unknown
12948,lmfeoapafuggkfsqgip,unknown,unknown,unknown
2245,diwlmoire,unknown,unknown,unknown
209,what about the blue dress,unknown,blue,dress
5594,pwzpxlmjgsxud,unknown,unknown,unknown
12778,eosu,unknown,unknown,unknown
9994,sktdzp,unknown,unknown,unknown
10227,dxhjrvrdukq,unknown,unknown,unknown
12994,xt,unknown,unknown,unknown
5368,i am looking for a orange shoes,Check Availability,orange,shoes
9292,vsvccyerlmwkwejut,unknown,unknown,unknown
12139,qnityppux,unknown,unknown,unknown
6520,is there available a brown short,Check Availability,brown,short
14614,snydo,unknown,unknown,unknown
8373,kwz,unknown,unknown,unknown
13766,wodtdxv,unknown,unknown,unknown
238,is the black dress expensive ?,unknown,black,dress
5268,what is the price of a green hat,Asking for the price,green,hat
963,do you still have a white pullover,Check Availability,white,pullover
2463,twzi,unknown,unknown,unknown
11180,rhjoyqbte,unknown,unknown,unknown
14316,jyfcinazvvfnky,unknown,unknown,unknown
11474,jcxaidy,unknown,unknown,unknown
7998,adbssgwxcy,unknown,unknown,unknown
5683,phdccopxwxbtckfb,unknown,unknown,unknown
4736,sswjas,unknown,unknown,unknown
1388,avzeqhyjdazjftgjckb,unknown,unknown,unknown
15125,iakchethnrn,unknown,unknown,unknown
8919,svagta,unknown,unknown,unknown
8587,qnqlmodayqgubfkkr,unknown,unknown,unknown
7182,some blue body,unknown,blue,body
4470,is there available a blue skirt,Check Availability,blue,skirt
4179,how much does a black t-shirt cost,Asking for the price,black,t-shirt
701,gfpk,unknown,unknown,unknown
16333,i would like a red dress,Asking for the price,red,dress
5428,what about the yellow shirt,unknown,yellow,shirt
5871,xwlmdiwwqhicfpl,unknown,unknown,unknown
802,is there a purple pantalon,Check Availability,purple,pantalon
1370,zegcwrsskdpfhd,unknown,unknown,unknown
1327,alm,unknown,unknown,unknown
2737,do you still have a purple jacket,Check Availability,purple,jacket
14354,bphddipxy,unknown,unknown,unknown
13748,duobuxrpsq,unknown,unknown,unknown
11214,clmvbvzbgjefapahua,unknown,unknown,unknown
2819,zaxlmlmyctox,unknown,unknown,unknown
11310,wbqaeh,unknown,unknown,unknown
13879,zycrqbbjks,unknown,unknown,unknown
15506,xcfcuidyrl,unknown,unknown,unknown
7130,krfgpjyjsoqsfhwaoy,unknown,unknown,unknown
3270,wlmsi,unknown,unknown,unknown
14418,uouirlmypcrsv,unknown,unknown,unknown
7836,swbffsztfiocl,unknown,unknown,unknown
10081,nvtcnurlmzusphuhhl,unknown,unknown,unknown
12650,rzpdpbuwyiwens,unknown,unknown,unknown
9205,syfyuwdko,unknown,unknown,unknown
13634,yeelmhcgo,unknown,unknown,unknown
6918,what about a orange jacket,unknown,orange,jacket
5249,do you still have a purple pantalon,Check Availability,purple,pantalon
14742,pjvxvrze,unknown,unknown,unknown
5092,bdyqq,unknown,unknown,unknown
6054,do you have a brown jacket,Check Availability,brown,jacket
5645,what about the shirt,unknown,unknown,shirt
3090,gjqi,unknown,unknown,unknown
10413,eegdocapbisaxqlme,unknown,unknown,unknown
3679,do you have a jeans,Check Availability,unknown,jeans
12727,wlmreielmu,unknown,unknown,unknown
13932,qceiojfp,unknown,unknown,unknown
2256,nyszzaxwklmyrfgoed,unknown,unknown,unknown
11416,wneyotexbulmznarqr,unknown,unknown,unknown
15823,wnir,unknown,unknown,unknown
7693,iuouo,unknown,unknown,unknown
9275,cnyprv,unknown,unknown,unknown
11667,uibfrobslmwlm,unknown,unknown,unknown
7573,nixxfogxny,unknown,unknown,unknown
12555,hybhdqyu,unknown,unknown,unknown
6863,jfrfwgdvrjp,unknown,unknown,unknown
11463,ikpolmfkskhuslmhb,unknown,unknown,unknown
14755,jyshwnksgzvzdtb,unknown,unknown,unknown
12901,nfnclmjrydtgf,unknown,unknown,unknown
13737,tvgub,unknown,unknown,unknown
13189,tjbbop,unknown,unknown,unknown
4242,is there available a orange pullover,Check Availability,orange,pullover
6949,do you still have a yellow shirt,Check Availability,yellow,shirt
14134,jjhrlm,unknown,unknown,unknown
10204,kwhozkhh,unknown,unknown,unknown
12479,ukkarwvlmtplmikcyl,unknown,unknown,unknown
3494,sj,unknown,unknown,unknown
5319,is the brown pantalon expensive ?,unknown,brown,pantalon
487,raxk,unknown,unknown,unknown
9279,tsxzbryiniyxi,unknown,unknown,unknown
1084,knc,unknown,unknown,unknown
2521,do you still have a blue skirt,Check Availability,blue,skirt
1891,do you have a red shoes,Check Availability,red,shoes
2004,nkxs,unknown,unknown,unknown
8495,najzjphsyktrdajx,unknown,unknown,unknown
9509,kvydfkohbk,unknown,unknown,unknown
6580,vtriycvra,unknown,unknown,unknown
15647,gnt,unknown,unknown,unknown
3327,nubbqh,unknown,unknown,unknown
13387,quh,unknown,unknown,unknown
1486,kevegfqaqxpylmlm,unknown,unknown,unknown
5917,pgahzfaoyvyy,unknown,unknown,unknown
8733,lmyatpzoyeqqhfnwnd,unknown,unknown,unknown
7462,qzwgfy,unknown,unknown,unknown
16093,pdtflmkpexgatxk,unknown,unknown,unknown
10136,cex,unknown,unknown,unknown
3058,jszlmwr,unknown,unknown,unknown
7676,jkl,unknown,unknown,unknown
6334,do you still have a yellow t-shirt,Check Availability,yellow,t-shirt
3550,bctp,unknown,unknown,unknown
9404,uduiouustuqxoquwi,unknown,unknown,unknown
13960,igykebvkf,unknown,unknown,unknown
6770,lmeygttzhdn,unknown,unknown,unknown
5186,what about a red shoes,unknown,red,shoes
6443,oukdrayhqtbug,unknown,unknown,unknown
12537,rkyvdcghwj,unknown,unknown,unknown
16076,zjqnf,unknown,unknown,unknown
13133,yppbnkvnvfdyxjlmj,unknown,unknown,unknown
7962,nebtbuofwelmdh,unknown,unknown,unknown
10640,oclmvzygbjswcjfv,unknown,unknown,unknown
6926,do you have a green chemise,Check Availability,green,chemise
9062,rbvkvcdlmjudytbuphp,unknown,unknown,unknown
16133,dwxsicyjvfhyw,unknown,unknown,unknown
5868,veuhjxjbc,unknown,unknown,unknown
11441,apgdqtdgxpoqsainugr,unknown,unknown,unknown
8052,zvbthhanwcqcay,unknown,unknown,unknown
6002,divnrn,unknown,unknown,unknown
11521,hgzkakdqwsracun,unknown,unknown,unknown
6849,is the cyan pantalon expensive ?,unknown,cyan,pantalon
4699,nxsyuygafzdrovk,unknown,unknown,unknown
866,how much does a purple shoes cost,Asking for the price,purple,shoes
11357,wxogsiy,unknown,unknown,unknown
8538,nhwnbxjow,unknown,unknown,unknown
3300,John was walking,unknown,unknown,unknown
1409,wzgisahbqgivera,unknown,unknown,unknown
3611,eatjtsruowwjyurfu,unknown,unknown,unknown
8985,rlm,unknown,unknown,unknown
9144,zqaj,unknown,unknown,unknown
8027,whydnyge,unknown,unknown,unknown
13873,jznlmgvhujvpbzbjlm,unknown,unknown,unknown
12169,qpanpqkf,unknown,unknown,unknown
13537,yxxzysurg,unknown,unknown,unknown
13666,rcpujzjix,unknown,unknown,unknown
776,wdrblmslmoedtrger,unknown,unknown,unknown
9525,ylmtbpdec,unknown,unknown,unknown
12259,lmbygaobdlmhdzj,unknown,unknown,unknown
11409,xvxvuaraoroqqcp,unknown,unknown,unknown
1114,She was speaking,unknown,unknown,unknown
2436,whnjhtwsrqblmhu,unknown,unknown,unknown
10065,nwxecelmcwvehsnr,unknown,unknown,unknown
15760,lmdtz,unknown,unknown,unknown
3193,ratwxkkyio,unknown,unknown,unknown
7101,nqlmuy,unknown,unknown,unknown
13245,bapbp,unknown,unknown,unknown
4499,yrsihsc,unknown,unknown,unknown
14754,ntkjvuwskfsd,unknown,unknown,unknown
7366,sxfxkuivibr,unknown,unknown,unknown
2889,vrutwdziquvwi,unknown,unknown,unknown
11745,wehwbffydw,unknown,unknown,unknown
8504,oqps,unknown,unknown,unknown
7902,kyj,unknown,unknown,unknown
10617,gndci,unknown,unknown,unknown
15304,vww,unknown,unknown,unknown
8927,hlmaoqng,unknown,unknown,unknown
7352,kqtkonhfnhojceeyi,unknown,unknown,unknown
6078,psjew,unknown,unknown,unknown
1131,i am looking for a white body,Check Availability,white,body
11525,pjxagfrnbyb,unknown,unknown,unknown
315,vsfha,unknown,unknown,unknown
9236,lmjrlmppcqupevdijzl,unknown,unknown,unknown
1377,yelme,unknown,unknown,unknown
10308,itlmvgaycu,unknown,unknown,unknown
14631,lmtctvba,unknown,unknown,unknown
12433,rreonoznzwpulmbqeya,unknown,unknown,unknown
10805,twx,unknown,unknown,unknown
4134,ijrgvccipiezf,unknown,unknown,unknown
8678,fdbhvjyhufkkai,unknown,unknown,unknown
14912,xdccf,unknown,unknown,unknown
16356,red,unknown,red,unknown
12024,phwxbibvzqdyass,unknown,unknown,unknown
4141,what is the price of a orange hat,Asking for the price,orange,hat
13496,awjdbkgodueekdhrhpn,unknown,unknown,unknown
5474,what about green dress,unknown,green,dress
676,jxnkztrbcyacg,unknown,unknown,unknown
2393,lmwsctivvexwddfhf,unknown,unknown,unknown
8133,jnang,unknown,unknown,unknown
14694,ouqqnozw,unknown,unknown,unknown
10443,wyk,unknown,unknown,unknown
8910,yigubzpucihd,unknown,unknown,unknown
12133,bxbcnta,unknown,unknown,unknown
14323,qhapavrvuqddsc,unknown,unknown,unknown
790,odxaq,unknown,unknown,unknown
6426,rlmfjylmor,unknown,unknown,unknown
9873,rvwfdwrrewrqtuubo,unknown,unknown,unknown
15660,xjr,unknown,unknown,unknown
3809,vifkgogeuilmqdsxdp,unknown,unknown,unknown
7311,ttbnijdadzlmupioaz,unknown,unknown,unknown
4678,huryeigwwsyvhtt,unknown,unknown,unknown
4940,can i find a black pantalon,Check Availability,black,pantalon
9366,icku,unknown,unknown,unknown
8576,qepslmzfkjlmbelmyw,unknown,unknown,unknown
11469,uatj,unknown,unknown,unknown
6176,ajvpycuqhpqiiwpgkjk,unknown,unknown,unknown
6280,may i ask for a gray t-shirt,Check Availability,gray,t-shirt
14014,cipvpurvqvb,unknown,unknown,unknown
2242,npuochzh,unknown,unknown,unknown
1761,dxuevyfqhqcicqt,unknown,unknown,unknown
3253,what about the pink pantalon,unknown,pink,pantalon
5251,what about the gray jacket,unknown,gray,jacket
15017,xqybpz,unknown,unknown,unknown
10925,kk,unknown,unknown,unknown
2259,iwfwy,unknown,unknown,unknown
12328,blmewjhhjjvazge,unknown,unknown,unknown
3055,lmvwsoasebvzxkun,unknown,unknown,unknown
10362,inzvxtkegtotxkbiai,unknown,unknown,unknown
9192,evfepbwub,unknown,unknown,unknown
10738,dtujwtzztqxq,unknown,unknown,unknown
3449,i am looking for a pink shirt,Check Availability,pink,shirt
7468,yiznijteiqwus,unknown,unknown,unknown
13773,usria,unknown,unknown,unknown
1334,qlmjpvzoigesx,unknown,unknown,unknown
7406,almdwwnyxfhvganp,unknown,unknown,unknown
16361,54165,unknown,unknown,unknown
13089,kxswsupwzoxee,unknown,unknown,unknown
4088,jtvdlmyuiwvpx,unknown,unknown,unknown
3966,nlmtdpdlm,unknown,unknown,unknown
13033,hzjp,unknown,unknown,unknown
12997,abxoscdaoqesvnrin,unknown,unknown,unknown
13341,soeaasejrq,unknown,unknown,unknown
734,yuzwqnrndojprw,unknown,unknown,unknown
16318,avotgkjyyjw,unknown,unknown,unknown
10833,tsrvanrobabatsgazyq,unknown,unknown,unknown
11768,cb,unknown,unknown,unknown
14990,vvorqzhiedraqkqaid,unknown,unknown,unknown
4487,can i find a brown shirt,Check Availability,brown,shirt
11985,bdn,unknown,unknown,unknown
11373,dvfkhjne,unknown,unknown,unknown
7282,ylmtrfa,unknown,unknown,unknown
6624,iwhlmngaourvfy,unknown,unknown,unknown
11920,qoc,unknown,unknown,unknown
10470,yqdfahsg,unknown,unknown,unknown
3626,iqppfrlmzd,unknown,unknown,unknown
4971,what about orange shoes,unknown,orange,shoes
7147,kegkkjvyojoju,unknown,unknown,unknown
14965,iulm,unknown,unknown,unknown
2562,pwwkfqpknz,unknown,unknown,unknown
10255,qpuhzl,unknown,unknown,unknown
11069,zuipgpcdwwsq,unknown,unknown,unknown
14287,rzfkvblmlmko,unknown,unknown,unknown
5080,some green pantalon,unknown,green,pantalon
4584,do you still have a red t-shirt,Check Availability,red,t-shirt
13797,nbpdhiprjwlmochknro,unknown,unknown,unknown
14602,thukqlmcvdrowauvg,unknown,unknown,unknown
12964,nnfyjb,unknown,unknown,unknown
2541,rnwfuyroqosycalmnho,unknown,unknown,unknown
8689,ve,unknown,unknown,unknown
10822,kzprqkfd,unknown,unknown,unknown
16353,yellow skirt,unknown,yellow,skirt
14382,swbzfaho,unknown,unknown,unknown
15535,wybpicriayo,unknown,unknown,unknown
12453,srza,unknown,unknown,unknown
14973,xdurybgdpsqaiq,unknown,unknown,unknown
13859,kqjwyqfxlmu,unknown,unknown,unknown
12995,oxjwxzsuqrw,unknown,unknown,unknown
9516,koi,unknown,unknown,unknown
5908,They were walking,unknown,unknown,unknown
4795,some purple shirt,unknown,purple,shirt
11526,zqaottvqacneobavac,unknown,unknown,unknown
9316,odffrnxrlmbe,unknown,unknown,unknown
4220,ntkrbhvjiueakqgkcp,unknown,unknown,unknown
15707,hbfksayyin,unknown,unknown,unknown
9701,opr,unknown,unknown,unknown
13026,hvteii,unknown,unknown,unknown
1614,what about the purple t-shirt,unknown,purple,t-shirt
2177,xoqb,unknown,unknown,unknown
7690,isoobctgtckjtghbx,unknown,unknown,unknown
9955,ybupnecrvxel,unknown,unknown,unknown
5733,Sara is watching television,unknown,unknown,unknown
12609,jdbdbeolmjvvntv,unknown,unknown,unknown
9860,egibqghawkubho,unknown,unknown,unknown
3930,girkkgsbisisj,unknown,unknown,unknown
9408,gwehkqpreyzieqj,unknown,unknown,unknown
4859,ianfjdsfhadn,unknown,unknown,unknown
14044,rcjntuklmiihxu,unknown,unknown,unknown
13416,zfvl,unknown,unknown,unknown
10910,zzfb,unknown,unknown,unknown
12861,swlmxyghrpuv,unknown,unknown,unknown
14390,qzubscdgqfgjy,unknown,unknown,unknown
5884,is there available a body,Check Availability,unknown,body
11395,bejylmnkgkahjidpw,unknown,unknown,unknown
4534,aczqwpvinahokaduapl,unknown,unknown,unknown
15001,yklmij,unknown,unknown,unknown
2469,anwdvuk,unknown,unknown,unknown
11066,iyjjoqwocjxhsrrfna,unknown,unknown,unknown
6998,tlmyojflmjjpvbncb,unknown,unknown,unknown
14207,qcdfrxu,unknown,unknown,unknown
13908,skdabwsjs,unknown,unknown,unknown
968,vkuxbeadbdihdie,unknown,unknown,unknown
6253,tclmxnnunudqtfsh,unknown,unknown,unknown
5883,arlmbrdlm,unknown,unknown,unknown
9919,ysjibdedtrucyx,unknown,unknown,unknown
2207,can i find a brown skirt,Check Availability,brown,skirt
7948,pye,unknown,unknown,unknown
9668,dzvhh,unknown,unknown,unknown
7173,do you still have a brown shoes,Check Availability,brown,shoes
14665,ihnztbyvdtbvad,unknown,unknown,unknown
3079,what about a purple pantalon,unknown,purple,pantalon
10821,uwesbnskrixbi,unknown,unknown,unknown
662,is there a black dress,Check Availability,black,dress
9433,ercidqpztzrev,unknown,unknown,unknown
10497,coqrjixfpucibwxvoj,unknown,unknown,unknown
8430,gunjrefdwlmnlmbs,unknown,unknown,unknown
8223,roerbuithckk,unknown,unknown,unknown
15075,wxdoatjdzhsq,unknown,unknown,unknown
15305,kwwixfcozett,unknown,unknown,unknown
3144,pfbdd,unknown,unknown,unknown
5278,what about a green jeans,unknown,green,jeans
1638,do you still have a yellow pantalon,Check Availability,yellow,pantalon
6439,what about white pullover,unknown,white,pullover
12086,sjokk,unknown,unknown,unknown
12934,bw,unknown,unknown,unknown
2903,gqdckezugjuzy,unknown,unknown,unknown
9209,eniwcoztndqfoo,unknown,unknown,unknown
12091,wuuenceickkhkalm,unknown,unknown,unknown
10955,idbgcbazcvjjbr,unknown,unknown,unknown
11914,wfbxpfuqnaylml,unknown,unknown,unknown
10858,frs,unknown,unknown,unknown
2931,hwlmqhijaatlmkd,unknown,unknown,unknown
11778,lmzuolmxpo,unknown,unknown,unknown
13055,ngasyizwopq,unknown,unknown,unknown
6563,gj,unknown,unknown,unknown
3446,lmvzh,unknown,unknown,unknown
9700,lmpjjvnpthvoahh,unknown,unknown,unknown
4153,ijczokbyf,unknown,unknown,unknown
7662,oxcbkjgoryrsyknyq,unknown,unknown,unknown
4185,cfikurxzbxfa,unknown,unknown,unknown
3393,what about gray pullover,unknown,gray,pullover
3302,nkhzkefyp,unknown,unknown,unknown
9023,fvd,unknown,unknown,unknown
9161,svlmzxajwlmgpqrc,unknown,unknown,unknown
12223,ykoopapocofcakwpj,unknown,unknown,unknown
9431,syr,unknown,unknown,unknown
11951,poxcnswqlmdzz,unknown,unknown,unknown
